Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
1948,,17,George Street,Glendale,2285,Lake Macquarie,3,2005-10-14,,General Housing,Leasehold,No,,No,,,,,,,House,Class 1a,,,2023-12-13,2023-12-13,,Tenantable,CHLP,No,580.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Lake Macquarie,"17 George Street, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=17+George+Street,+Glendale,+2285,+Australia"
1950,10,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,1,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-08-01,2023-08-01,,Tenantable,,No,320.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1951,11,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,1,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Accessible,Unit,Class 1a,,,2023-09-14,2023-09-14,,Tenantable,,No,320.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1952,12,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-09-14,2023-09-14,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1953,13,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Adaptable,Unit,Class 1a,,,2024-01-17,2024-01-17,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1954,14,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-05-22,2023-05-22,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1955,1,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-19,2024-02-19,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1956,2,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1957,3,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1958,4,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Accessible,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1959,5,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Accessible,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1960,6,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,1,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,320.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1961,7,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Fully Modified,Unit,Class 1a,,,2023-08-01,2023-08-01,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1962,8,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Accessible,Unit,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1963,9,10-12,Glendon Cresent,Glendale,2285,Lake Macquarie,2,2010-04-09,,General Housing,Owned,Yes,Over 55's,No,,,,,,Accessible,Unit,Class 1a,,,2024-06-28,2024-06-28,,Tenantable,,No,450.0,Rent & Sales Report,,,,NBESP2-Vested Title,Vested-GSH,Operations Lake Macquarie,"10-12 Glendon Cresent, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=10-12+Glendon+Cresent,+Glendale,+2285,+Australia"
1967,3,10,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-01-17,2024-01-17,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"10 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=10+Manuel+Street,+Glendale,+2285,+Australia"
1968,4,10,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,,Duplex,Class 1a,,,2024-04-15,2024-04-15,,Tenantable,,No,410.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"10 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=10+Manuel+Street,+Glendale,+2285,+Australia"
1969,5,12,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,Yes,Awabakal,93865911384,,,,Accessible,Townhouse,Class 1a,,,2023-09-19,2023-09-19,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"12 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=12+Manuel+Street,+Glendale,+2285,+Australia"
1970,6,12,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-05-16,2023-05-16,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations East Maitland,"12 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=12+Manuel+Street,+Glendale,+2285,+Australia"
1971,10,14A,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,Fully Modified,Townhouse,Class 1a,,,2024-01-17,2024-01-17,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"14A Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=14A+Manuel+Street,+Glendale,+2285,+Australia"
1972,9,14A,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-02-13,2024-02-13,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"14A Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=14A+Manuel+Street,+Glendale,+2285,+Australia"
1973,7,14,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,Yes,Awabakal,93865911384,,,,Accessible,Townhouse,Class 1a,,,2023-06-02,2023-06-02,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"14 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=14+Manuel+Street,+Glendale,+2285,+Australia"
1974,8,14,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,Yes,Awabakal,93865911384,,,,Accessible,Townhouse,Class 1a,,,2023-09-12,2023-09-12,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"14 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=14+Manuel+Street,+Glendale,+2285,+Australia"
1975,1,8,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2024-02-23,2024-02-23,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"8 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=8+Manuel+Street,+Glendale,+2285,+Australia"
1976,2,8,Manuel Street,Glendale,2285,Lake Macquarie,2,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-04-15,2024-04-15,,Tenantable,,No,485.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"8 Manuel Street, Glendale, 2285, Australia",-32.9287345,151.6450282,"https://www.google.com/maps/search/?api=1&query=8+Manuel+Street,+Glendale,+2285,+Australia"
1979,1,17-19,Oakland Street,Glendale,2285,Lake Macquarie,1,2010-05-03,,General Housing,Owned,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-02-28,2024-02-28,,Tenantable,,No,320.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",-32.9275662,151.6411464,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1980,2,17-19,Oakland Street,Glendale,2285,Lake Macquarie,1,2010-05-03,,General Housing,Owned,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-08-01,2023-08-01,,Tenantable,,No,320.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1981,3,17-19,Oakland Street,Glendale,2285,Lake Macquarie,2,2010-05-03,,General Housing,Owned,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-01-23,2023-01-23,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",-32.9275662,151.6411464,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1982,4,17-19,Oakland Street,Glendale,2285,Lake Macquarie,2,2010-05-03,,General Housing,Owned,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,485.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",-32.9275662,151.6411464,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1983,5,17-19,Oakland Street,Glendale,2285,Lake Macquarie,2,2010-05-03,,General Housing,Owned,No,,No,,,,,,Fully Modified,House,Class 1a,,,2024-06-25,2024-06-25,,Tenantable,,No,455.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",,,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1984,6,17-19,Oakland Street,Glendale,2285,Lake Macquarie,1,2010-05-03,,General Housing,Owned,No,,No,,,,,,Accessible,House,Class 1a,,,2023-12-21,2023-12-21,,Tenantable,,No,363.0,Rent & Sales Report,,,,NBESP1-Vested Title,Vested-GSH,Operations Lake Macquarie,"17-19 Oakland Street, Glendale, 2285, Australia",-32.9275662,151.6411464,"https://www.google.com/maps/search/?api=1&query=17-19+Oakland+Street,+Glendale,+2285,+Australia"
1985,,8,Poyner Avenue,Glendale,2285,Lake Macquarie,4,2008-05-15,,General Housing,Capital,No,,No,,,,,,Accessible,House,Class 1a,,,2024-06-25,2024-06-25,,Tenantable,,No,650.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Lake Macquarie,"8 Poyner Avenue, Glendale, 2285, Australia",-32.9295687,151.6465189,"https://www.google.com/maps/search/?api=1&query=8+Poyner+Avenue,+Glendale,+2285,+Australia"
1987,1,5,Edith Street,Gorokan,2263,Central Coast (NSW),2,2009-01-19,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-07-13,2023-07-13,,Tenantable,,No,420.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"5 Edith Street, Gorokan, 2263, Australia",-33.2561443,151.5082217,"https://www.google.com/maps/search/?api=1&query=5+Edith+Street,+Gorokan,+2263,+Australia"
1988,2,5,Edith Street,Gorokan,2263,Central Coast (NSW),2,2009-01-19,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-07-13,2023-07-13,,Tenantable,,No,420.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"5 Edith Street, Gorokan, 2263, Australia",-33.2561443,151.5082217,"https://www.google.com/maps/search/?api=1&query=5+Edith+Street,+Gorokan,+2263,+Australia"
1989,3,5,Edith Street,Gorokan,2263,Central Coast (NSW),2,2009-01-19,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2023-12-19,2023-12-19,,Tenantable,,No,420.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"5 Edith Street, Gorokan, 2263, Australia",-33.2561443,151.5082217,"https://www.google.com/maps/search/?api=1&query=5+Edith+Street,+Gorokan,+2263,+Australia"
1990,4,5,Edith Street,Gorokan,2263,Central Coast (NSW),2,2009-01-19,,General Housing,Capital,No,,No,,,,,,,Unit,Class 1a,,,2024-03-07,2024-03-07,,Tenantable,,No,420.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Central Coast,"5 Edith Street, Gorokan, 2263, Australia",-33.2561443,151.5082217,"https://www.google.com/maps/search/?api=1&query=5+Edith+Street,+Gorokan,+2263,+Australia"
1992,18,12,Baker Street,Gosford,2250,Central Coast (NSW),1,2009-09-28,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-01-11,2023-01-11,,Tenantable,,No,298.0,Other,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Central Coast,"12 Baker Street, Gosford, 2250, Australia",-33.4286958,151.34029,"https://www.google.com/maps/search/?api=1&query=12+Baker+Street,+Gosford,+2250,+Australia"
1993,49,12,Baker Street,Gosford,2250,Central Coast (NSW),2,2009-09-28,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,,,Unchargeable,Untenantable,,No,410.0,Other,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Central Coast,"12 Baker Street, Gosford, 2250, Australia",-33.4286958,151.34029,"https://www.google.com/maps/search/?api=1&query=12+Baker+Street,+Gosford,+2250,+Australia"
1994,6,12,Baker Street,Gosford,2250,Central Coast (NSW),1,2009-09-28,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2024-06-24,2024-06-24,,Tenantable,,No,298.0,Other,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Central Coast,"12 Baker Street, Gosford, 2250, Australia",-33.4286958,151.34029,"https://www.google.com/maps/search/?api=1&query=12+Baker+Street,+Gosford,+2250,+Australia"
1995,6,72-82,Mann Street,Gosford,2250,Central Coast (NSW),2,2009-09-28,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2024-07-22,2024-07-22,,Tenantable,,No,450.0,Other,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Central Coast,"72-82 Mann Street, Gosford, 2250, Australia",-33.4229987,151.34264578158798,"https://www.google.com/maps/search/?api=1&query=72-82+Mann+Street,+Gosford,+2250,+Australia"
1997,1,89A,Denison Street,Hamilton,2303,Newcastle,3,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-06-14,2024-06-14,,Tenantable,,No,395.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"89A Denison Street, Hamilton, 2303, Australia",-32.9258201,151.7513444,"https://www.google.com/maps/search/?api=1&query=89A+Denison+Street,+Hamilton,+2303,+Australia"
1999,2,89A,Denison Street,Hamilton,2303,Newcastle,3,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,,Townhouse,Class 1a,,,2023-12-14,2023-12-14,,Tenantable,,No,370.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"89A Denison Street, Hamilton, 2303, Australia",-32.9258201,151.7513444,"https://www.google.com/maps/search/?api=1&query=89A+Denison+Street,+Hamilton,+2303,+Australia"
2002,1,120,Everton Street,Hamilton,2303,Newcastle,1,2002-07-01,,General Housing,Capital,Yes,Mental Health,Yes,HNEH,63598010203,,,,Accessible,Unit,Class 1a,,,2023-09-12,2023-09-12,,Tenantable,,No,350.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Newcastle,"120 Everton Street, Hamilton, 2303, Australia",-32.9264611,151.7416319,"https://www.google.com/maps/search/?api=1&query=120+Everton+Street,+Hamilton,+2303,+Australia"
2003,2,120,Everton Street,Hamilton,2303,Newcastle,1,2002-07-01,,General Housing,Capital,No,,No,,,,,,Accessible,Unit,Class 1a,,,2024-02-26,2024-02-26,,Tenantable,,No,350.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Newcastle,"120 Everton Street, Hamilton, 2303, Australia",-32.9264611,151.7416319,"https://www.google.com/maps/search/?api=1&query=120+Everton+Street,+Hamilton,+2303,+Australia"
2004,3,120,Everton Street,Hamilton,2303,Newcastle,1,2002-07-01,,General Housing,Capital,No,,No,,,,,,Accessible,Unit,Class 1a,,,2024-02-26,2024-02-26,,Tenantable,,No,350.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Newcastle,"120 Everton Street, Hamilton, 2303, Australia",-32.9264611,151.7416319,"https://www.google.com/maps/search/?api=1&query=120+Everton+Street,+Hamilton,+2303,+Australia"
2005,4,120,Everton Street,Hamilton,2303,Newcastle,1,2002-07-01,,General Housing,Capital,Yes,Mental Health,Yes,HNEH,63598010203,,,,Accessible,Unit,Class 1a,,,2023-12-05,2023-12-05,,Tenantable,,No,350.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Newcastle,"120 Everton Street, Hamilton, 2303, Australia",-32.9264611,151.7416319,"https://www.google.com/maps/search/?api=1&query=120+Everton+Street,+Hamilton,+2303,+Australia"
2006,5,120,Everton Street,Hamilton,2303,Newcastle,1,2002-07-01,,General Housing,Capital,Yes,Mental Health,Yes,HNEH,63598010203,,,,Accessible,Unit,Class 1a,,,2023-12-05,2023-12-05,,Tenantable,,No,350.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Newcastle,"120 Everton Street, Hamilton, 2303, Australia",-32.9264611,151.7416319,"https://www.google.com/maps/search/?api=1&query=120+Everton+Street,+Hamilton,+2303,+Australia"
2007,,10,Figtree Place,Hamilton,2303,Newcastle,2,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-01-11,2024-01-11,,Tenantable,,No,380.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"10 Figtree Place, Hamilton, 2303, Australia",,,"https://www.google.com/maps/search/?api=1&query=10+Figtree+Place,+Hamilton,+2303,+Australia"
2008,,12,Figtree Place,Hamilton,2303,Newcastle,2,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-07-31,2023-07-31,,Tenantable,,No,350.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"12 Figtree Place, Hamilton, 2303, Australia",,,"https://www.google.com/maps/search/?api=1&query=12+Figtree+Place,+Hamilton,+2303,+Australia"
2009,,14,Figtree Place,Hamilton,2303,Newcastle,2,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2023-05-12,2023-05-12,,Tenantable,,No,350.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"14 Figtree Place, Hamilton, 2303, Australia",,,"https://www.google.com/maps/search/?api=1&query=14+Figtree+Place,+Hamilton,+2303,+Australia"
2010,,16,Figtree Place,Hamilton,2303,Newcastle,2,2002-07-01,,Affordable Housing,Capital,No,,No,,,,,,Accessible,Townhouse,Class 1a,,,2024-01-11,2024-01-11,,Tenantable,,No,350.0,Other,,,,Affordable BBC Program,Capital-GSH,Operations Newcastle,"16 Figtree Place, Hamilton, 2303, Australia",,,"https://www.google.com/maps/search/?api=1&query=16+Figtree+Place,+Hamilton,+2303,+Australia"
